stolica woj..;województwo;miasta_n_p_pow;XA02;XA03;XA04;XA05;XA06;XA17;XA19
0;Pomorskie;City;12656,00;3299,00;3591,00;5766,00;18,80;209,50;10958,00
0;Pomorskie;County;29747,00;2669,00;14367,00;12711,00;9,10;422,80;23280,00
0;Śląskie;City;46503,00;397,00;14497,00;31609,00;11,40;765,40;29383,00
0;Śląskie;County;22072,00;9125,00;6922,00;6025,00;11,50;97,10;14827,00
0;Śląskie;County;25330,00;4831,00;10128,00;10371,00;8,50;418,00;20233,00
0;Śląskie;County;18034,00;3844,00;5987,00;8203,00;9,80;181,30;13695,00
0;Śląskie;County;28280,00;1364,00;14413,00;12503,00;5,90;678,50;18076,00
0;Śląskie;County;14249,00;3984,00;4788,00;5477,00;13,80;149,20;12002,00
0;Śląskie;County;34869,00;5030,00;17189,00;12650,00;4,90;424,60;22456,00
0;Śląskie;County;27422,00;4383,00;9722,00;13317,00;6,70;264,00;17368,00
0;Śląskie;County;11217,00;2651,00;3897,00;4669,00;10,10;159,50;14794,00
0;Śląskie;County;33400,00;2186,00;11042,00;20172,00;9,30;324,00;23217,00
0;Śląskie;County;19171,00;946,00;12762,00;5463,00;4,00;219,60;11319,00
0;Śląskie;County;32974,00;3141,00;14463,00;15370,00;9,70;400,70;28272,00
0;Śląskie;County;27010,00;8045,00;8287,00;10678,00;13,60;247,20;19125,00
0;Śląskie;County;35493,00;8248,00;13748,00;13497,00;10,40;339,50;28763,00
0;Śląskie;City;29909,00;1738,00;17332,00;10839,00;8,30;459,00;15709,00
0;Śląskie;City;27878,00;167,00;8401,00;19310,00;8,90;490,00;18543,00
0;Śląskie;City;75957,00;726,00;32258,00;42973,00;4,30;1229,40;29178,00
0;Śląskie;City;29051,00;331,00;8894,00;19826,00;18,50;216,90;27027,00
0;Śląskie;City;40235,00;496,00;21389,00;18350,00;9,10;790,30;18846,00
0;Śląskie;City;73802,00;1872,00;27348,00;44582,00;8,50;667,70;34511,00
0;Śląskie;City;80909,00;655,00;32105,00;48149,00;5,50;2343,80;28894,00
0;Śląskie;City;11343,00;164,00;4185,00;6994,00;12,20;87,60;9178,00
1;Śląskie;City;163729,00;598,00;34752,00;128379,00;3,80;1922,50;43062,00
0;Śląskie;City;21230,00;337,00;9781,00;11112,00;6,90;1227,10;14819,00
0;Śląskie;City;19831,00;361,00;10543,00;8927,00;7,90;349,10;13020,00
0;Śląskie;City;40327,00;656,00;17865,00;21806,00;6,90;1093,40;25002,00
0;Zachodniopomorskie;County;9934,00;2094,00;2957,00;4883,00;14,80;173,90;9916,00
0;Zachodniopomorskie;County;22280,00;4081,00;7392,00;10807,00;14,40;239,90;21550,00
0;Dolnośląskie;County;8670,00;2804,00;2212,00;3654,00;21,20;70,80;7600,00
0;Dolnośląskie;City;33684,00;338,00;11260,00;22086,00;7,10;446,80;16325,00
0;Dolnośląskie;County;11220,00;1423,00;4195,00;5602,00;12,90;119,30;10297,00
0;Dolnośląskie;County;25110,00;5591,00;10147,00;9372,00;9,80;205,00;19675,00
0;Dolnośląskie;County;22661,00;4391,00;9633,00;8637,00;7,60;281,80;16049,00
0;Dolnośląskie;County;30174,00;5309,00;7408,00;17457,00;19,90;209,20;25132,00
0;Kujawsko-Pomorskie;County;12612,00;4917,00;3572,00;4123,00;16,70;119,70;8923,00
0;Dolnośląskie;County;10983,00;2669,00;3043,00;5271,00;14,20;128,70;9226,00
0;Dolnośląskie;County;18378,00;5315,00;5710,00;7353,00;9,00;340,40;15768,00
0;Dolnośląskie;City;30661,00;304,00;12021,00;18336,00;10,40;379,30;16808,00
0;Kujawsko-Pomorskie;County;10179,00;4705,00;2847,00;2627,00;16,50;101,80;8440,00
0;Kujawsko-Pomorskie;County;21171,00;11841,00;3089,00;6241,00;23,30;313,90;15760,00
0;Dolnośląskie;County;11119,00;2706,00;3549,00;4864,00;15,00;363,00;7889,00
0;Kujawsko-Pomorskie;County;10188,00;5667,00;1070,00;3451,00;21,70;63,80;7125,00
0;Dolnośląskie;County;48388,00;6281,00;19448,00;22659,00;3,40;1169,10;28086,00
0;Dolnośląskie;County;14957,00;4533,00;4299,00;6125,00;14,90;79,50;10828,00
0;Kujawsko-Pomorskie;County;22519,00;6245,00;9396,00;6878,00;11,40;229,30;16026,00
0;Kujawsko-Pomorskie;County;25691,00;4777,00;10154,00;10760,00;8,90;246,40;23280,00
0;Dolnośląskie;County;27125,00;2662,00;15151,00;9312,00;7,80;465,10;13970,00
0;Dolnośląskie;County;33464,00;2689,00;22411,00;8364,00;6,30;1365,90;12170,00
0;Dolnośląskie;County;13367,00;2893,00;6430,00;4044,00;8,20;322,30;9776,00
0;Dolnośląskie;County;8440,00;2382,00;2543,00;3515,00;12,00;123,30;7420,00
0;Dolnośląskie;County;9971,00;3256,00;2549,00;4166,00;13,30;113,50;7713,00
0;Dolnośląskie;County;40028,00;4595,00;19877,00;15556,00;9,90;625,70;26420,00
0;Dolnośląskie;City;11733,00;3403,00;4275,00;4055,00;14,80;148,10;9854,00
0;Dolnośląskie;County;27214,00;2575,00;9464,00;15175,00;7,00;482,90;18278,00
0;Dolnośląskie;County;8816,00;2825,00;2587,00;3404,00;19,40;36,20;7748,00
0;Kujawsko-Pomorskie;County;31853,00;556,00;14280,00;17017,00;16,90;384,60;18237,00
0;Kujawsko-Pomorskie;County;12892,00;4522,00;2361,00;6009,00;18,90;119,20;9843,00
0;Kujawsko-Pomorskie;County;11845,00;4750,00;3335,00;3760,00;15,70;107,00;8670,00
0;Kujawsko-Pomorskie;County;9227,00;3150,00;2795,00;3282,00;19,30;48,10;8303,00
0;Kujawsko-Pomorskie;County;9321,00;3801,00;2641,00;2879,00;17,90;71,60;6604,00
0;Kujawsko-Pomorskie;County;21526,00;6998,00;6980,00;7548,00;15,90;181,50;22381,00
0;Kujawsko-Pomorskie;County;24521,00;5340,00;9659,00;9522,00;12,30;1058,90;19272,00
1;Kujawsko-Pomorskie;City;121440,00;825,00;37535,00;83080,00;5,40;1826,00;55757,00
0;Kujawsko-Pomorskie;County;39116,00;7683,00;14165,00;17268,00;18,20;764,10;27565,00
0;Kujawsko-Pomorskie;City;16699,00;7112,00;3472,00;6115,00;20,30;60,10;13420,00
0;Kujawsko-Pomorskie;City;64026,00;497,00;17489,00;46040,00;6,90;933,50;33384,00
0;Kujawsko-Pomorskie;City;12290,00;4596,00;3652,00;4042,00;16,80;53,10;9895,00
0;Kujawsko-Pomorskie;County;17704,00;5143,00;3944,00;8617,00;17,50;92,20;17296,00
0;Kujawsko-Pomorskie;County;11553,00;3907,00;2891,00;4755,00;15,80;154,50;8482,00
0;Kujawsko-Pomorskie;County;16083,00;5708,00;3341,00;7034,00;17,00;57,70;13349,00
0;Kujawsko-Pomorskie;County;22582,00;517,00;8240,00;13825,00;14,20;220,40;16672,00
0;Kujawsko-Pomorskie;County;11893,00;3715,00;3999,00;4179,00;17,50;145,70;10141,00
0;Dolnośląskie;County;7136,00;1286,00;1771,00;4079,00;22,40;66,90;9090,00
0;Lubuskie;County;17680,00;3964,00;6271,00;7445,00;11,10;236,60;13825,00
